,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
praesens,1,0.15748031496062992,consilivm,1,0.15772870662460567,ferrvm,1,0.18975332068311196,vita,1,0.18018018018018017,praesvm/1,1,0.16583747927031509,aperio,1,0.17605633802816903,religiosvs,1,0.15822784810126583,exinde,1,0.17543859649122806,corpvs,1,0.16501650165016502,nordanhymbri/n,1,0.19230769230769232,nvper,1,0.15060240963855423,invenio,1,0.1692047377326565,fidelis/2,1,0.15527950310559005,natio/1,1,0.19083969465648853,nimirvm,1,0.199203187250996,scriptvra,1,0.16260162601626016,colligo/3,1,0.14144271570014144,tvvs,1,0.16806722689075632,salvs,1,0.15337423312883436,sapio,2,0.2777777777777778
dico/2,1,0.15748031496062992,deniqve,1,0.15772870662460567,lvcidvs,1,0.18975332068311196,condo,1,0.18018018018018017,itaqve,1,0.16583747927031509,ivmentvm,1,0.17605633802816903,rego,1,0.15822784810126583,deniqve,1,0.17543859649122806,svvs,1,0.16501650165016502,avstralis,1,0.19230769230769232,lego/2,1,0.15060240963855423,hinc,1,0.1692047377326565,memini,1,0.15527950310559005,mevs,1,0.19083969465648853,contingo/1,1,0.199203187250996,sanctvs,1,0.16260162601626016,praesens,1,0.14144271570014144,amplector,1,0.16806722689075632,dvbito,1,0.15337423312883436,cedo/1,2,0.2777777777777778
ministerivm,1,0.15748031496062992,episcopvs,1,0.15772870662460567,noctvrnvs,1,0.18975332068311196,diversvs,1,0.18018018018018017,percipio,1,0.16583747927031509,inclvdo,1,0.17605633802816903,revereor,1,0.15822784810126583,episcopvs,1,0.17543859649122806,interpono,1,0.16501650165016502,lindissi/n,1,0.19230769230769232,probo,1,0.15060240963855423,avdeo,1,0.1692047377326565,incola,1,0.15527950310559005,svpernvs,1,0.19083969465648853,ingredior,1,0.199203187250996,verbvm,1,0.16260162601626016,svccessor,1,0.14144271570014144,scriptvra,1,0.16806722689075632,disco,1,0.15337423312883436,praecedo/1,2,0.2777777777777778
mercii/n,1,0.15748031496062992,avstralis,1,0.15772870662460567,dies,1,0.18975332068311196,lindisfarnensis/a,1,0.18018018018018017,exinde,1,0.16583747927031509,aetas,1,0.17605633802816903,doceo,1,0.15822784810126583,pervenio,1,0.17543859649122806,terra,1,0.16501650165016502,ago,1,0.19230769230769232,meditor,1,0.15060240963855423,qvalis/1,1,0.1692047377326565,intercessio,1,0.15527950310559005,credo,1,0.19083969465648853,qvamvis/1,1,0.199203187250996,nosco,1,0.16260162601626016,dico/2,1,0.14144271570014144,sedvlvs,1,0.16806722689075632,revereor,1,0.15337423312883436,diligo/3,2,0.2777777777777778
frater,1,0.15748031496062992,ago,1,0.15772870662460567,sex,1,0.18975332068311196,veritas,1,0.18018018018018017,gratia,1,0.16583747927031509,aqva,1,0.17605633802816903,exsisto,1,0.15822784810126583,olim,1,0.17543859649122806,flvvivs,1,0.16501650165016502,excipio,1,0.19230769230769232,amplector,1,0.15060240963855423,vita,1,0.1692047377326565,britannia/n,1,0.15527950310559005,qvondam,1,0.19083969465648853,dono,1,0.199203187250996,noster,1,0.16260162601626016,opvs/1,1,0.14144271570014144,accendo,1,0.16806722689075632,ecclesia,1,0.15337423312883436,veneratio,2,0.2777777777777778
condo,1,0.15748031496062992,innvmervs,1,0.15772870662460567,accipio,1,0.18975332068311196,longvs,1,0.18018018018018017,proximvs,1,0.16583747927031509,ignis,1,0.17605633802816903,archiepiscopvs,1,0.15822784810126583,frater,1,0.17543859649122806,vmqvam,1,0.16501650165016502,sancio,1,0.19230769230769232,avdio,1,0.15060240963855423,ago,1,0.1692047377326565,qvondam,1,0.15527950310559005,mvltvs,1,0.19083969465648853,volo/3,1,0.199203187250996,avditor,1,0.16260162601626016,insvla,1,0.14144271570014144,vigilo,1,0.16806722689075632,memoria,1,0.15337423312883436,emendo,2,0.2777777777777778
libellvs,1,0.15748031496062992,veritas,1,0.15772870662460567,perhibeo,1,0.18975332068311196,recipio,1,0.18018018018018017,sacerdos,1,0.16583747927031509,qvia,1,0.17605633802816903,institvo,1,0.15822784810126583,antistes,1,0.17543859649122806,lapis,1,0.16501650165016502,obsecro,1,0.19230769230769232,noster,1,0.15060240963855423,innvmervs,1,0.1692047377326565,mvltvs,1,0.15527950310559005,longvs,1,0.19083969465648853,hodie,1,0.199203187250996,simvl/1,1,0.16260162601626016,ministerivm,1,0.14144271570014144,notitia,1,0.16806722689075632,videlicet,1,0.15337423312883436,sollemnis,2,0.2777777777777778
habeo,1,0.15748031496062992,pono,1,0.15772870662460567,magnvs,1,0.18975332068311196,lapis,1,0.18018018018018017,qvalis/1,1,0.16583747927031509,nox,1,0.17605633802816903,littera,1,0.15822784810126583,fidelis/2,1,0.17543859649122806,praeter/2,1,0.16501650165016502,mevs,1,0.19230769230769232,sollicitvs,1,0.15060240963855423,scio,1,0.1692047377326565,longvs,1,0.15527950310559005,aperio,1,0.19083969465648853,consto,1,0.199203187250996,disco,1,0.16260162601626016,recipero,1,0.14144271570014144,divinvs/2,1,0.16806722689075632,consilivm,1,0.15337423312883436,qvamdiv/1,2,0.2777777777777778
svpernvs,1,0.15748031496062992,natio/1,1,0.15772870662460567,ergo/2,1,0.18975332068311196,septentrionalis,1,0.18018018018018017,erga,1,0.16583747927031509,permaneo,1,0.17605633802816903,postea,1,0.15822784810126583,scio,1,0.17543859649122806,instrvo,1,0.16501650165016502,britannia/n,1,0.19230769230769232,dignvs,1,0.15060240963855423,simplex,1,0.1692047377326565,aperio,1,0.15527950310559005,civitas,1,0.19083969465648853,remaneo,1,0.199203187250996,doceo,1,0.16260162601626016,vita,1,0.14144271570014144,avctoritas,1,0.16806722689075632,perfero,1,0.15337423312883436,dispensatio,2,0.2777777777777778
svvs,1,0.15748031496062992,mens,1,0.15772870662460567,inqvio,1,0.18975332068311196,qvaestio,1,0.18018018018018017,antistes,1,0.16583747927031509,matvtinvs,1,0.17605633802816903,venio,1,0.15822784810126583,libellvs,1,0.17543859649122806,septentrionalis,1,0.16501650165016502,qvondam,1,0.19230769230769232,avctoritas,1,0.15060240963855423,certvs,1,0.1692047377326565,genvs/1,1,0.15527950310559005,vnde/1,1,0.19083969465648853,vivo,1,0.199203187250996,memoria,1,0.16260162601626016,antistes,1,0.14144271570014144,cetervs,1,0.16806722689075632,avdeo,1,0.15337423312883436,rex,1,0.1388888888888889
singvlvs,1,0.15748031496062992,corpvs,1,0.15772870662460567,do,1,0.18975332068311196,vtpote,1,0.18018018018018017,simplex,1,0.16583747927031509,vtpote,1,0.17605633802816903,nonnvllvs,1,0.15822784810126583,siqvis,1,0.17543859649122806,nimirvm,1,0.16501650165016502,aperio,1,0.19230769230769232,salvs,1,0.15060240963855423,incola,1,0.1692047377326565,praeclarvs,1,0.15527950310559005,ivmentvm,1,0.19083969465648853,potivs,1,0.199203187250996,archiepiscopvs,1,0.16260162601626016,fidelis/2,1,0.14144271570014144,svbtraho,1,0.16806722689075632,certvs,1,0.15337423312883436,presbyter,1,0.1388888888888889
intercessio,1,0.15748031496062992,svvs,1,0.15772870662460567,aspicio,1,0.18975332068311196,nimirvm,1,0.18018018018018017,certvs,1,0.16583747927031509,noctvrnvs,1,0.17605633802816903,permitto,1,0.15822784810126583,locvs,1,0.17543859649122806,primvs,1,0.16501650165016502,terra,1,0.19230769230769232,scribo,1,0.15060240963855423,britannia/n,1,0.1692047377326565,nvllvs,1,0.15527950310559005,flvvivs,1,0.19083969465648853,secerno,1,0.199203187250996,ervdio,1,0.16260162601626016,memini,1,0.14144271570014144,theodore/n1,1,0.16806722689075632,adicio,1,0.15337423312883436,angli/n,1,0.1388888888888889
qvondam,1,0.15748031496062992,incola,1,0.15772870662460567,consentio,1,0.18975332068311196,secedo/1,1,0.18018018018018017,obsecro,1,0.16583747927031509,nimirvm,1,0.17605633802816903,itaqve,1,0.15822784810126583,nomen,1,0.17543859649122806,ingredior,1,0.16501650165016502,fons,1,0.19230769230769232,omnis,1,0.15060240963855423,voco,1,0.1692047377326565,valeo,1,0.15527950310559005,venvstvs,1,0.19083969465648853,meridianvs,1,0.199203187250996,diligens,1,0.16260162601626016,veritas,1,0.14144271570014144,ervdio,1,0.16806722689075632,siqvis,1,0.15337423312883436,prior,1,0.1388888888888889
nomen,1,0.15748031496062992,nomen,1,0.15772870662460567,dvx,1,0.18975332068311196,facio,1,0.18018018018018017,veritas,1,0.16583747927031509,hora,1,0.17605633802816903,praesens,1,0.15822784810126583,aperio,1,0.17543859649122806,finis,1,0.16501650165016502,aetas,1,0.19230769230769232,doceo,1,0.15060240963855423,flvvivs,1,0.1692047377326565,soleo,1,0.15527950310559005,modvs,1,0.19083969465648853,consvetvdo,1,0.199203187250996,traditio,1,0.16260162601626016,mens,1,0.14144271570014144,institvo,1,0.16806722689075632,mevs,1,0.15337423312883436,stvdivm,1,0.1388888888888889
litvs,1,0.15748031496062992,aperio,1,0.15772870662460567,remaneo,1,0.18975332068311196,primvs,1,0.18018018018018017,svvs,1,0.16583747927031509,liber/1,1,0.17605633802816903,dico/2,1,0.15822784810126583,ivmentvm,1,0.17543859649122806,sino,1,0.16501650165016502,recipio,1,0.19230769230769232,memoria,1,0.15060240963855423,copiosvs,1,0.1692047377326565,ivxta/1,1,0.15527950310559005,ignis,1,0.19083969465648853,ferme,1,0.199203187250996,video,1,0.16260162601626016,corpvs,1,0.14144271570014144,videlicet,1,0.16806722689075632,svvs,1,0.15337423312883436,noster,1,0.1388888888888889
civitas,1,0.15748031496062992,interpono,1,0.15772870662460567,antiqvitvs,1,0.18975332068311196,fero,1,0.18018018018018017,credo,1,0.16583747927031509,fero,1,0.17605633802816903,pars,1,0.15822784810126583,genvs/1,1,0.17543859649122806,dono,1,0.16501650165016502,vter/4,1,0.19230769230769232,diligens,1,0.15060240963855423,pvlcher,1,0.1692047377326565,modvs,1,0.15527950310559005,matvtinvs,1,0.19083969465648853,praecipio,1,0.199203187250996,videlicet,1,0.16260162601626016,svpernvs,1,0.14144271570014144,ibi,1,0.16806722689075632,singvlvs,1,0.15337423312883436,cvra,1,0.1388888888888889
mare,1,0.15748031496062992,tergvm,1,0.15772870662460567,spativm,1,0.18975332068311196,contingo/1,1,0.18018018018018017,terra,1,0.16583747927031509,perhibeo,1,0.17605633802816903,deniqve,1,0.15822784810126583,nvllvs,1,0.17543859649122806,respondeo,1,0.16501650165016502,permaneo,1,0.19230769230769232,provincia,1,0.15060240963855423,nvllvs,1,0.1692047377326565,aqva,1,0.15527950310559005,sicvt/1,1,0.19083969465648853,regnvm,1,0.199203187250996,postea,1,0.16260162601626016,credo,1,0.14144271570014144,pontifex,1,0.16806722689075632,britannia/n,1,0.15337423312883436,avditor,1,0.1388888888888889
advenio,1,0.15748031496062992,praeclarvs,1,0.15772870662460567,capvt,1,0.18975332068311196,magnvs,1,0.18018018018018017,copiosvs,1,0.16583747927031509,sedes,1,0.17605633802816903,frater,1,0.15822784810126583,aqva,1,0.17543859649122806,inqvio,1,0.16501650165016502,matvtinvs,1,0.19230769230769232,discipvlvs,1,0.15060240963855423,soleo,1,0.1692047377326565,advenio,1,0.15527950310559005,sex,1,0.19083969465648853,vllvs,1,0.199203187250996,venio,1,0.16260162601626016,qvondam,1,0.14144271570014144,invenio,1,0.16806722689075632,qvondam,1,0.15337423312883436,accendo,1,0.1388888888888889
vtpote,1,0.15748031496062992,copiosvs,1,0.15772870662460567,religio,1,0.18975332068311196,respondeo,1,0.18018018018018017,nvllvs,1,0.16583747927031509,impetro,1,0.17605633802816903,fidelis/2,1,0.15822784810126583,ardeo,1,0.17543859649122806,adeo/1,1,0.16501650165016502,vtpote,1,0.19230769230769232,vox,1,0.15060240963855423,aetas,1,0.1692047377326565,nimirvm,1,0.15527950310559005,lingva,1,0.19083969465648853,necessarivs/2,1,0.199203187250996,pontifex,1,0.16260162601626016,civitas,1,0.14144271570014144,reverto,1,0.16806722689075632,nomen,1,0.15337423312883436,vigilo,1,0.1388888888888889
sex,1,0.15748031496062992,inclvdo,1,0.15772870662460567,vsvs,1,0.18975332068311196,ambo/2,1,0.18018018018018017,vmqvam,1,0.16583747927031509,sino,1,0.17605633802816903,excipio,1,0.15822784810126583,lapis,1,0.17543859649122806,coepio,1,0.16501650165016502,scoti/n,1,0.19230769230769232,nonnvllvs,1,0.15060240963855423,aqva,1,0.1692047377326565,lingva,1,0.15527950310559005,svmmvs,1,0.19083969465648853,donec,1,0.199203187250996,romanvs/a,1,0.16260162601626016,interpono,1,0.14144271570014144,praefor,1,0.16806722689075632,mvltvs,1,0.15337423312883436,notitia,1,0.1388888888888889
liber/1,1,0.15748031496062992,venvstvs,1,0.15772870662460567,praedico/3,1,0.18975332068311196,inqvio,1,0.18018018018018017,ardor,1,0.16583747927031509,magnvs,1,0.17605633802816903,sancio,1,0.15822784810126583,praeter/2,1,0.17543859649122806,dvx,1,0.16501650165016502,primvs,1,0.19230769230769232,vsqve,1,0.15060240963855423,praeter/2,1,0.1692047377326565,confiteor,1,0.15527950310559005,commvnis,1,0.19083969465648853,antea,1,0.199203187250996,praefor,1,0.16260162601626016,mare,1,0.14144271570014144,affero,1,0.16806722689075632,tergvm,1,0.15337423312883436,avctoritas,1,0.1388888888888889
scientia,1,0.15748031496062992,aetas,1,0.15772870662460567,hvc,1,0.18975332068311196,do,1,0.18018018018018017,ivxta/1,1,0.16583747927031509,resto,1,0.17605633802816903,libellvs,1,0.15822784810126583,vtpote,1,0.17543859649122806,rarvs,1,0.16501650165016502,fero,1,0.19230769230769232,colligo/3,1,0.15060240963855423,septentrionalis,1,0.1692047377326565,intro/1,1,0.15527950310559005,incipio,1,0.19083969465648853,christianvs/2,1,0.199203187250996,proximvs,1,0.16260162601626016,terra,1,0.14144271570014144,itaqve,1,0.16806722689075632,nvllvs,1,0.15337423312883436,dvbito,1,0.1388888888888889
accipio,1,0.15748031496062992,modvs,1,0.15772870662460567,nolo,1,0.18975332068311196,adeo/1,1,0.18018018018018017,ferrvm,1,0.16583747927031509,consentio,1,0.17605633802816903,reperio,1,0.15822784810126583,dies,1,0.17543859649122806,vivo,1,0.16501650165016502,contingo/1,1,0.19230769230769232,svccessor,1,0.15060240963855423,nox,1,0.1692047377326565,sedes,1,0.15527950310559005,finis,1,0.19083969465648853,regivs,1,0.199203187250996,sacerdos,1,0.16260162601626016,mvltvm/2,1,0.14144271570014144,hinc,1,0.16806722689075632,modvs,1,0.15337423312883436,beatvs,1,0.1388888888888889
inqvio,1,0.15748031496062992,ferrvm,1,0.15772870662460567,appropinqvo,1,0.18975332068311196,cvmqve,1,0.18018018018018017,lapis,1,0.16583747927031509,res,1,0.17605633802816903,aliter,1,0.15822784810126583,nvmervs,1,0.17543859649122806,qvin/1,1,0.16501650165016502,volo/3,1,0.19230769230769232,pars,1,0.15060240963855423,medivs,1,0.1692047377326565,peto,1,0.15527950310559005,peto,1,0.19083969465648853,vocabvlvm,1,0.199203187250996,diversvs,1,0.16260162601626016,inclvdo,1,0.14144271570014144,svccessor,1,0.16806722689075632,prope/2,1,0.15337423312883436,theodore/n1,1,0.1388888888888889
coepio,1,0.15748031496062992,lapis,1,0.15772870662460567,mos,1,0.18975332068311196,consto,1,0.18018018018018017,ignis,1,0.16583747927031509,hodie,1,0.17605633802816903,natio/1,1,0.15822784810126583,liber/1,1,0.17543859649122806,totvs,1,0.16501650165016502,sto,1,0.19230769230769232,vita,1,0.15060240963855423,matvtinvs,1,0.1692047377326565,impetro,1,0.15527950310559005,inqvio,1,0.19083969465648853,svpero,1,0.199203187250996,scio,1,0.16260162601626016,ardor,1,0.14144271570014144,perfero,1,0.16806722689075632,permaneo,1,0.15337423312883436,venerabilis,1,0.1388888888888889
cvmqve,1,0.15748031496062992,nobilis/2,1,0.15772870662460567,deprecor,1,0.18975332068311196,remaneo,1,0.18018018018018017,qvia,1,0.16583747927031509,servo,1,0.17605633802816903,singvlvs,1,0.15822784810126583,incipio,1,0.17543859649122806,dives,1,0.16501650165016502,percvtio,1,0.19230769230769232,erga,1,0.15060240963855423,vtpote,1,0.1692047377326565,aspicio,1,0.15527950310559005,aspicio,1,0.19083969465648853,hvc,1,0.199203187250996,veritas,1,0.16260162601626016,soleo,1,0.14144271570014144,opvs/1,1,0.16806722689075632,fero,1,0.15337423312883436,littera,1,0.1388888888888889
servo,1,0.15748031496062992,praeter/2,1,0.15772870662460567,apostolicvs,1,0.18975332068311196,propter/2,1,0.18018018018018017,longe,1,0.16583747927031509,rarvs,1,0.17605633802816903,credo,1,0.15822784810126583,contingo/1,1,0.17543859649122806,magnitvdo,1,0.16501650165016502,totvs,1,0.19230769230769232,lindisfarnensis/a,1,0.15060240963855423,liber/1,1,0.1692047377326565,resto,1,0.15527950310559005,adeo/1,1,0.19083969465648853,hospitivm,1,0.199203187250996,infirmitas,1,0.16260162601626016,venvstvs,1,0.14144271570014144,avdeo,1,0.16806722689075632,ingredior,1,0.15337423312883436,reverto,1,0.1388888888888889
flvmen,1,0.15748031496062992,instrvo,1,0.15772870662460567,oratio,1,0.18975332068311196,meridianvs,1,0.18018018018018017,sicvt/1,1,0.16583747927031509,egredior,1,0.17605633802816903,maximvs,1,0.15822784810126583,perhibeo,1,0.17543859649122806,tres,1,0.16501650165016502,capvt,1,0.19230769230769232,reperio,1,0.15060240963855423,lingva,1,0.1692047377326565,habito,1,0.15527950310559005,resto,1,0.19083969465648853,avfero,1,0.199203187250996,saepe,1,0.16260162601626016,aetas,1,0.14144271570014144,episcopvs,1,0.16806722689075632,magnvs,1,0.15337423312883436,gratia,1,0.1388888888888889
consvetvdo,1,0.15748031496062992,prope/2,1,0.15772870662460567,patior,1,0.18975332068311196,dvo,1,0.18018018018018017,commvnis,1,0.16583747927031509,imperivm,1,0.17605633802816903,litvs,1,0.15822784810126583,intro/1,1,0.17543859649122806,capvt,1,0.16501650165016502,regnvm,1,0.19230769230769232,certvs,1,0.15060240963855423,facio,1,0.1692047377326565,coepio,1,0.15527950310559005,hactenvs,1,0.19083969465648853,appropinqvo,1,0.199203187250996,qvondam,1,0.16260162601626016,recipio,1,0.14144271570014144,svpersvm/1,1,0.16806722689075632,dono,1,0.15337423312883436,mando/2,1,0.1388888888888889
ivbeo,1,0.15748031496062992,iaceo,1,0.15772870662460567,doctrina,1,0.18975332068311196,tantvs,1,0.18018018018018017,finis,1,0.16583747927031509,familia,1,0.17605633802816903,terra,1,0.15822784810126583,impetro,1,0.17543859649122806,ferme,1,0.16501650165016502,donec,1,0.19230769230769232,siqvis,1,0.15060240963855423,incipio,1,0.1692047377326565,consentio,1,0.15527950310559005,nemo,1,0.19083969465648853,misericordia,1,0.199203187250996,voco,1,0.16260162601626016,lapis,1,0.14144271570014144,proximvs,1,0.16806722689075632,respondeo,1,0.15337423312883436,vita,1,0.1388888888888889
regivs,1,0.15748031496062992,medivs,1,0.15772870662460567,oro,1,0.18975332068311196,mitto,1,0.18018018018018017,qvamvis/1,1,0.16583747927031509,dvo,1,0.17605633802816903,praeclarvs,1,0.15822784810126583,dono,1,0.17543859649122806,praecipio,1,0.16501650165016502,ibidem,1,0.19230769230769232,locvs,1,0.15060240963855423,magnvs,1,0.1692047377326565,rarvs,1,0.15527950310559005,potivs,1,0.19083969465648853,iste,1,0.199203187250996,terra,1,0.16260162601626016,plaga/2,1,0.14144271570014144,recipero,1,0.16806722689075632,ambo/2,1,0.15337423312883436,frater,1,0.1388888888888889
vocabvlvm,1,0.15748031496062992,adhvc,1,0.15772870662460567,primo,1,0.18975332068311196,regnvm,1,0.18018018018018017,magnvs,1,0.16583747927031509,capvt,1,0.17605633802816903,pvlcher,1,0.15822784810126583,inqvio,1,0.17543859649122806,mitto,1,0.16501650165016502,domvs,1,0.19230769230769232,qvondam,1,0.15060240963855423,volo/3,1,0.1692047377326565,propter/2,1,0.15527950310559005,talis,1,0.19083969465648853,ieivnivm,1,0.199203187250996,genvs/1,1,0.16260162601626016,contra/2,1,0.14144271570014144,vita,1,0.16806722689075632,volo/3,1,0.15337423312883436,antistes,1,0.1388888888888889
ritvs,1,0.15748031496062992,matvtinvs,1,0.15772870662460567,conflvo,1,0.18975332068311196,ritvs,1,0.18018018018018017,cvmqve,1,0.16583747927031509,gavdivm,1,0.17605633802816903,valeo,1,0.15822784810126583,aspicio,1,0.17543859649122806,aeternvs,1,0.16501650165016502,crvx,1,0.19230769230769232,pvlcher,1,0.15060240963855423,vxor,1,0.1692047377326565,egredior,1,0.15527950310559005,antiqvitvs,1,0.19083969465648853,cvnctvs,1,0.199203187250996,praeclarvs,1,0.16260162601626016,secedo/1,1,0.14144271570014144,lindissi/n,1,0.16806722689075632,habito,1,0.15337423312883436,fidelis/2,1,0.1388888888888889
licentia,1,0.15748031496062992,vtpote,1,0.15772870662460567,congrvvs,1,0.18975332068311196,domvs,1,0.18018018018018017,consto,1,0.16583747927031509,vllvs,1,0.17605633802816903,venvstvs,1,0.15822784810126583,volo/3,1,0.17543859649122806,antea,1,0.16501650165016502,vexillvm,1,0.19230769230769232,nvllvs,1,0.15060240963855423,eligo/3,1,0.1692047377326565,dvo,1,0.15527950310559005,secerno,1,0.19083969465648853,animvs,1,0.199203187250996,vmqvam,1,0.16260162601626016,picti/n,1,0.14144271570014144,erga,1,0.16806722689075632,cvmqve,1,0.15337423312883436,memini,1,0.1388888888888889
ibidem,1,0.15748031496062992,noctvrnvs,1,0.15772870662460567,dominicvs,1,0.18975332068311196,svpero,1,0.18018018018018017,remaneo,1,0.16583747927031509,promitto,1,0.17605633802816903,ferrvm,1,0.15822784810126583,coepio,1,0.17543859649122806,virtvs,1,0.16501650165016502,assvm/1,1,0.19230769230769232,valeo,1,0.15060240963855423,hodie,1,0.1692047377326565,ferme,1,0.15527950310559005,spativm,1,0.19083969465648853,qvasi/1,1,0.199203187250996,instrvo,1,0.16260162601626016,peto,1,0.14144271570014144,ago,1,0.16806722689075632,vxor,1,0.15337423312883436,excipio,1,0.1388888888888889
assvm/1,1,0.15748031496062992,redeo/1,1,0.15772870662460567,apostolvs,1,0.18975332068311196,vester,1,0.18018018018018017,patria,1,0.16583747927031509,necessarivs/2,1,0.17605633802816903,ignis,1,0.15822784810126583,tertivs,1,0.17543859649122806,commvnico,1,0.16501650165016502,peregrinvs/2,1,0.19230769230769232,ivxta/1,1,0.15060240963855423,remaneo,1,0.1692047377326565,aeternvs,1,0.15527950310559005,imperivm,1,0.19083969465648853,differo,1,0.199203187250996,nox,1,0.16260162601626016,sino,1,0.14144271570014144,scio,1,0.16806722689075632,hactenvs,1,0.15337423312883436,sancio,1,0.1388888888888889
praedico/3,1,0.15748031496062992,nimirvm,1,0.15772870662460567,gero,1,0.18975332068311196,deprecor,1,0.18018018018018017,spativm,1,0.16583747927031509,ritvs,1,0.17605633802816903,instrvo,1,0.15822784810126583,sto,1,0.17543859649122806,vester,1,0.16501650165016502,hospitivm,1,0.19230769230769232,aqva,1,0.15060240963855423,potivs,1,0.1692047377326565,maneo,1,0.15527950310559005,tres,1,0.19083969465648853,annvs,1,0.199203187250996,medivs,1,0.16260162601626016,ergo/2,1,0.14144271570014144,certvs,1,0.16806722689075632,percvtio,1,0.15337423312883436,siqvis,1,0.1388888888888889
benignvs,1,0.15748031496062992,sex,1,0.15772870662460567,pontificatvs,1,0.18975332068311196,misericordia,1,0.18018018018018017,flvmen,1,0.16583747927031509,crvx,1,0.17605633802816903,prope/2,1,0.15822784810126583,rarvs,1,0.17543859649122806,appropinqvo,1,0.16501650165016502,mos,1,0.19230769230769232,ignis,1,0.15060240963855423,secerno,1,0.1692047377326565,donec,1,0.15527950310559005,caelvm/1,1,0.19083969465648853,incarnatio,1,0.199203187250996,longe,1,0.16260162601626016,do,1,0.14144271570014144,adicio,1,0.16806722689075632,magnitvdo,1,0.15337423312883436,aliter,1,0.1388888888888889
avfero,1,0.15748031496062992,nvmervs,1,0.15772870662460567,gloria,1,0.18975332068311196,oratio,1,0.18018018018018017,popvlvs/1,1,0.16583747927031509,novvs,1,0.17605633802816903,adhvc,1,0.15822784810126583,propter/2,1,0.17543859649122806,mos,1,0.16501650165016502,velvt/1,1,0.19230769230769232,prope/2,1,0.15060240963855423,meridianvs,1,0.1692047377326565,licentia,1,0.15527950310559005,promitto,1,0.19083969465648853,transfero,1,0.199203187250996,redeo/1,1,0.16260162601626016,habito,1,0.14144271570014144,obsecro,1,0.16806722689075632,tantvs,1,0.15337423312883436,infirmitas,1,0.1388888888888889
deprecor,1,0.15748031496062992,contingo/1,1,0.15772870662460567,devotio,1,0.18975332068311196,vigilia,1,0.18018018018018017,capvt,1,0.16583747927031509,relinqvo,1,0.17605633802816903,longe,1,0.15822784810126583,talis,1,0.17543859649122806,oratio,1,0.16501650165016502,morior,1,0.19230769230769232,iaceo,1,0.15060240963855423,familia,1,0.1692047377326565,virtvs,1,0.15527950310559005,ibidem,1,0.19083969465648853,eatenvs,1,0.199203187250996,dies,1,0.16260162601626016,nemo,1,0.14144271570014144,aliter,1,0.16806722689075632,obtempero,1,0.15337423312883436,mens,1,0.1388888888888889
oratio,1,0.15748031496062992,ingredior,1,0.15772870662460567,dignitas,1,0.18975332068311196,animvs,1,0.18018018018018017,dominvs,1,0.16583747927031509,nolo,1,0.17605633802816903,redeo/1,1,0.15822784810126583,tres,1,0.17543859649122806,cvnctvs,1,0.16501650165016502,converto,1,0.19230769230769232,nox,1,0.15060240963855423,capvt,1,0.1692047377326565,comes,1,0.15527950310559005,vsvs,1,0.19083969465648853,dvco,1,0.199203187250996,liber/1,1,0.16260162601626016,qvin/1,1,0.14144271570014144,mevs,1,0.16806722689075632,gavdivm,1,0.15337423312883436,britannia/n,1,0.1388888888888889
velvt/1,1,0.15748031496062992,intro/1,1,0.15772870662460567,largior,1,0.18975332068311196,baptizo,1,0.18018018018018017,praecipio,1,0.16583747927031509,vester,1,0.17605633802816903,secedo/1,1,0.15822784810126583,interpres,1,0.17543859649122806,morior,1,0.16501650165016502,dilectio,1,0.19230769230769232,sicvt/1,1,0.15060240963855423,obtempero,1,0.1692047377326565,hvc,1,0.15527950310559005,vexillvm,1,0.19083969465648853,parvvs/2,1,0.199203187250996,picti/n,1,0.16260162601626016,patria,1,0.14144271570014144,mens,1,0.16806722689075632,domvs,1,0.15337423312883436,qvondam,1,0.1388888888888889
caelestis,1,0.15748031496062992,impetro,1,0.15772870662460567,cogito,1,0.18975332068311196,caelestis,1,0.18018018018018017,obtempero,1,0.16583747927031509,prohibeo,1,0.17605633802816903,hora,1,0.15822784810126583,caelvm/1,1,0.17543859649122806,baptizo,1,0.16501650165016502,congrvvs,1,0.19230769230769232,commvnis,1,0.15060240963855423,vllvs,1,0.1692047377326565,avfero,1,0.15527950310559005,assvm/1,1,0.19083969465648853,saecvlvm,1,0.199203187250996,primvs,1,0.16260162601626016,tres,1,0.14144271570014144,saepe,1,0.16806722689075632,svpervenio,1,0.15337423312883436,voco,1,0.1388888888888889
oro,1,0.15748031496062992,ambo/2,1,0.15772870662460567,labor/1,1,0.18975332068311196,oro,1,0.18018018018018017,aeternvs,1,0.16583747927031509,appropinqvo,1,0.17605633802816903,svmmvs,1,0.15822784810126583,vllvs,1,0.17543859649122806,converto,1,0.16501650165016502,species,1,0.19230769230769232,finis,1,0.15060240963855423,maneo,1,0.1692047377326565,iste,1,0.15527950310559005,comes,1,0.19083969465648853,dignitas,1,0.199203187250996,incipio,1,0.16260162601626016,dvo,1,0.14144271570014144,incola,1,0.16806722689075632,peregrinvs/2,1,0.15337423312883436,qvidam,1,0.1388888888888889
